PropName,BladeName,Family,B,D,P,J,N,CT,CP,eta
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.17087,5999.0,0.102695,0.079423,0.220937
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.192713,5999.0,0.102143,0.078161,0.251842
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.212276,5999.0,0.10166,0.077234,0.279411
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.230336,5999.0,0.101125,0.076446,0.304693
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.253996,5999.0,0.101302,0.076101,0.33811
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.272059,5999.0,0.101456,0.075972,0.363321
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.291888,5999.0,0.100858,0.075284,0.391041
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.31137,5999.0,0.100396,0.074807,0.417879
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.33157,5999.0,0.100023,0.07441,0.445705
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.350867,5999.0,0.100374,0.074577,0.472235
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.372499,5999.0,0.100487,0.07466,0.501355
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.392322,5999.0,0.100306,0.074641,0.52722
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.330424,6006.0,0.100272,0.07457,0.444314
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.351717,6006.0,0.100416,0.074619,0.473309
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.371539,6006.0,0.100155,0.074418,0.500037
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.390846,6006.0,0.100346,0.07468,0.525169
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.41162,6006.0,0.100751,0.075084,0.552329
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.431478,6006.0,0.100697,0.075224,0.577583
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.451749,6006.0,0.100338,0.075442,0.600824
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.472696,6006.0,0.100579,0.076287,0.623218
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.492871,6006.0,0.10041,0.076397,0.647794
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.513564,6006.0,0.100276,0.076674,0.67165
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.534925,6006.0,0.099756,0.077192,0.691291
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.555172,6006.0,0.099234,0.077793,0.708184
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.575285,6006.0,0.098153,0.07817,0.722353
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.596416,6006.0,0.096254,0.078106,0.734989
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.614351,6006.0,0.093689,0.077784,0.739974
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.636439,6006.0,0.092551,0.078487,0.750485
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.656122,6006.0,0.090254,0.078365,0.755668
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.676201,6006.0,0.087488,0.077881,0.75961
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.695286,6006.0,0.085178,0.077569,0.763495
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.715744,6006.0,0.082896,0.07723,0.768251
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.734786,6006.0,0.080687,0.076832,0.77165
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.755107,6006.0,0.077904,0.075996,0.774065
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.773427,6006.0,0.07561,0.075344,0.776161
ancf 12.0x13.0 - 2,ancf 12.0x13.0,ancf,2,12.0,13.0,0.792245,6006.0,0.073114,0.074554,0.776943
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.15402,3014.0,0.067422,0.027746,0.374271
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.192236,3014.0,0.06291,0.027084,0.446518
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.234286,3014.0,0.058043,0.026424,0.514639
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.271202,3014.0,0.052169,0.025164,0.56225
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.312324,3014.0,0.045602,0.02362,0.602972
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.351566,3014.0,0.039198,0.021949,0.62786
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.39179,3014.0,0.031605,0.019616,0.63126
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.43207,3014.0,0.02417,0.017063,0.61203
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.48113,3014.0,0.014943,0.01365,0.526711
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.511712,3014.0,0.009041,0.011181,0.413801
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.559017,3014.0,0.000381,0.007288,0.029171
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.559021,3014.0,0.000273,0.007259,0.021046
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.559021,3014.0,0.000273,0.007259,0.021046
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.559021,3014.0,0.000273,0.007259,0.021046
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.559021,3014.0,0.000273,0.007259,0.021046
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.559021,3014.0,0.000273,0.007259,0.021046
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.559021,3014.0,0.000273,0.007259,0.021046
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.113727,4022.0,0.074405,0.027942,0.30283
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.143298,4022.0,0.07136,0.027736,0.368677
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.174622,4022.0,0.068292,0.027534,0.433118
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.20538,4022.0,0.064608,0.027137,0.48897
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.234739,4022.0,0.060406,0.026472,0.535653
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.263118,4022.0,0.056777,0.025948,0.575726
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.292315,4022.0,0.052736,0.025238,0.610788
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.321253,4022.0,0.048166,0.024236,0.638457
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.350263,4022.0,0.043993,0.023296,0.661451
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.383099,4022.0,0.038669,0.021943,0.67512
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.41114,4022.0,0.033332,0.020301,0.675031
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.44539,4022.0,0.02683,0.018175,0.657492
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.472435,4022.0,0.021338,0.016119,0.625363
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.501762,4022.0,0.014438,0.013355,0.542436
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.533911,4022.0,0.007469,0.010464,0.38112
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.563702,4022.0,0.001061,0.00769,0.077808
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.564048,4022.0,0.001073,0.007682,0.078778
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.114,5018.0,0.076484,0.027587,0.316058
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.137387,5018.0,0.07357,0.027426,0.368536
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.162892,5018.0,0.071181,0.027376,0.42354
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.18615,5018.0,0.06784,0.027053,0.466796
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.210431,5018.0,0.064873,0.026714,0.511018
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.234359,5018.0,0.061977,0.026415,0.549869
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.257406,5018.0,0.058687,0.025874,0.58385
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.280778,5018.0,0.055322,0.02532,0.613484
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.304569,5018.0,0.052196,0.02482,0.640489
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.328855,5018.0,0.048558,0.024093,0.662804
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.353025,5018.0,0.045015,0.023325,0.681314
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.376161,5018.0,0.041332,0.022424,0.693338
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.401206,5018.0,0.037167,0.0213,0.700062
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.424991,5018.0,0.033414,0.020222,0.702248
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.450489,5018.0,0.028709,0.01872,0.690871
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.472925,5018.0,0.024099,0.01705,0.668453
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.3989,5056.0,0.037479,0.021376,0.699407
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.425583,5056.0,0.033118,0.020132,0.700101
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.449585,5056.0,0.028796,0.018738,0.690909
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.473359,5056.0,0.023995,0.017046,0.666352
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.496507,5056.0,0.019157,0.015202,0.625694
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.522324,5056.0,0.013449,0.013012,0.53987
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.545333,5056.0,0.00788,0.010773,0.39891
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.569141,5056.0,0.002576,0.008598,0.170534
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.59269,5056.0,-0.002685,0.006284,-0.253214
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.592912,5056.0,-0.002735,0.006265,-0.258818
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.592912,5056.0,-0.002735,0.006265,-0.258818
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.592912,5056.0,-0.002735,0.006265,-0.258818
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.592912,5056.0,-0.002735,0.006265,-0.258818
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.592912,5056.0,-0.002735,0.006265,-0.258818
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.592912,5056.0,-0.002735,0.006265,-0.258818
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.592912,5056.0,-0.002735,0.006265,-0.258818
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.592912,5056.0,-0.002735,0.006265,-0.258818
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.592912,5056.0,-0.002735,0.006265,-0.258818
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.592912,5056.0,-0.002735,0.006265,-0.258818
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.592912,5056.0,-0.002735,0.006265,-0.258818
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.592912,5056.0,-0.002735,0.006265,-0.258818
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.592912,5056.0,-0.002735,0.006265,-0.258818
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.592912,5056.0,-0.002735,0.006265,-0.258818
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.592912,5056.0,-0.002735,0.006265,-0.258818
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.09462,5995.0,0.078992,0.026888,0.277973
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.113636,5995.0,0.077478,0.027026,0.325758
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.1329,5995.0,0.075419,0.027008,0.371122
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.151091,5995.0,0.073249,0.026943,0.410764
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.174412,5995.0,0.070312,0.026802,0.457552
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.192966,5995.0,0.067951,0.026647,0.492068
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.215037,5995.0,0.064917,0.026385,0.529083
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.235425,5995.0,0.062154,0.026025,0.562252
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.254459,5995.0,0.059385,0.025626,0.589669
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.274773,5995.0,0.056424,0.025145,0.616568
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.294834,5995.0,0.053496,0.024603,0.641082
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.314831,5995.0,0.050521,0.024059,0.661107
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.334491,5995.0,0.047452,0.023373,0.67909
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.354531,5995.0,0.044629,0.022771,0.694844
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.372914,5995.0,0.041635,0.022059,0.703845
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.39337,5995.0,0.038299,0.021208,0.710386
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.334686,6048.0,0.047521,0.023385,0.680112
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.355525,6048.0,0.044525,0.022749,0.695836
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.374086,6048.0,0.041434,0.021986,0.705001
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.393891,6048.0,0.038534,0.02129,0.712935
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.413568,6048.0,0.035184,0.020349,0.715067
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.433958,6048.0,0.031352,0.019175,0.709551
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.455359,6048.0,0.027421,0.017925,0.696585
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.474698,6048.0,0.023441,0.01652,0.673591
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.494847,6048.0,0.019705,0.0152,0.641531
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.512976,6048.0,0.015599,0.01367,0.585328
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.535608,6048.0,0.010818,0.011904,0.486755
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.555224,6048.0,0.006625,0.010251,0.358818
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.573904,6048.0,0.002402,0.008463,0.162895
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.594431,6048.0,-0.002274,0.006395,-0.211396
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.593979,6048.0,-0.002272,0.006379,-0.211554
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.593979,6048.0,-0.002272,0.006379,-0.211554
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.593979,6048.0,-0.002272,0.006379,-0.211554
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.593979,6048.0,-0.002272,0.006379,-0.211554
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.593979,6048.0,-0.002272,0.006379,-0.211554
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.593979,6048.0,-0.002272,0.006379,-0.211554
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.593979,6048.0,-0.002272,0.006379,-0.211554
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.593979,6048.0,-0.002272,0.006379,-0.211554
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.593979,6048.0,-0.002272,0.006379,-0.211554
ancf 12.0x5.0 - 2,ancf 12.0x5.0,ancf,2,12.0,5.0,0.593979,6048.0,-0.002272,0.006379,-0.211554
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.152403,3032.0,0.076539,0.033611,0.347056
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.1898,3032.0,0.072741,0.033113,0.416944
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.229222,3032.0,0.069069,0.03274,0.483569
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.270808,3032.0,0.064052,0.03201,0.541895
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.310231,3032.0,0.059686,0.031329,0.591033
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.349182,3032.0,0.054242,0.030069,0.629896
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.390852,3032.0,0.047134,0.028088,0.655871
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.430872,3032.0,0.04007,0.025829,0.66845
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.471663,3032.0,0.033156,0.023397,0.668398
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.510517,3032.0,0.025033,0.020087,0.636222
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.554848,3032.0,0.015637,0.015903,0.545535
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.591092,3032.0,0.00918,0.012988,0.417787
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.634843,3032.0,-0.00022,0.008633,-0.01615
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.63478,3032.0,-0.000233,0.00866,-0.017095
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.63478,3032.0,-0.000233,0.00866,-0.017095
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.63478,3032.0,-0.000233,0.00866,-0.017095
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.63478,3032.0,-0.000233,0.00866,-0.017095
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.111706,4025.0,0.083952,0.034438,0.272315
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.143277,4025.0,0.08137,0.034427,0.338641
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.175903,4025.0,0.078834,0.034429,0.402775
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.203469,4025.0,0.075014,0.033771,0.451962
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.232422,4025.0,0.072327,0.033536,0.501268
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.262994,4025.0,0.068883,0.033068,0.547832
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.292362,4025.0,0.064957,0.032398,0.586167
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.32064,4025.0,0.061265,0.031778,0.618151
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.349131,4025.0,0.057082,0.030857,0.64586
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.380922,4025.0,0.052679,0.029875,0.671699
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.409579,4025.0,0.047992,0.028581,0.687742
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.441072,4025.0,0.042954,0.027063,0.700038
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.470313,4025.0,0.037365,0.025107,0.69993
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.49983,4025.0,0.031772,0.023017,0.689946
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.5327,4025.0,0.025354,0.020502,0.658772
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.562812,4025.0,0.019083,0.017853,0.601594
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.592658,4025.0,0.012547,0.014992,0.49598
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.501342,4040.0,0.03179,0.023052,0.691389
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.534078,4040.0,0.02492,0.02029,0.655957
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.560179,4040.0,0.01934,0.017919,0.60462
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.593182,4040.0,0.012704,0.015103,0.498968
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.621961,4040.0,0.006405,0.012245,0.325347
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.653647,4040.0,-0.000704,0.008907,-0.051731
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.652718,4040.0,-0.000832,0.008813,-0.061588
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.652718,4040.0,-0.000832,0.008813,-0.061588
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.652718,4040.0,-0.000832,0.008813,-0.061588
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.652718,4040.0,-0.000832,0.008813,-0.061588
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.652718,4040.0,-0.000832,0.008813,-0.061588
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.652718,4040.0,-0.000832,0.008813,-0.061588
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.652718,4040.0,-0.000832,0.008813,-0.061588
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.652718,4040.0,-0.000832,0.008813,-0.061588
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.652718,4040.0,-0.000832,0.008813,-0.061588
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.652718,4040.0,-0.000832,0.008813,-0.061588
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.652718,4040.0,-0.000832,0.008813,-0.061588
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.652718,4040.0,-0.000832,0.008813,-0.061588
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.652718,4040.0,-0.000832,0.008813,-0.061588
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.652718,4040.0,-0.000832,0.008813,-0.061588
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.652718,4040.0,-0.000832,0.008813,-0.061588
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.652718,4040.0,-0.000832,0.008813,-0.061588
ancf 12.0x65.0 - 2,ancf 12.0x65.0,ancf,2,1.2,6.5,0.652718,4040.0,-0.000832,0.008813,-0.061588
