PropName,BladeName,Family,B,D,P,J,N,CT,CP,eta
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.18826,3035.0,0.122679,0.128448,0.179806
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.235034,3035.0,0.12122,0.125246,0.227478
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.281323,3035.0,0.120995,0.121858,0.27933
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.32557,3035.0,0.119506,0.117865,0.330103
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.373029,3035.0,0.118787,0.114089,0.38839
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.420446,3035.0,0.115536,0.111905,0.434088
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.470714,3035.0,0.112198,0.11341,0.465677
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.516983,3035.0,0.103056,0.11222,0.474761
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.564317,3035.0,0.099743,0.111501,0.504807
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.610388,3035.0,0.095504,0.108877,0.535416
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.658923,3035.0,0.092848,0.106396,0.575017
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.705153,3035.0,0.087716,0.102623,0.60272
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.753709,3035.0,0.085402,0.100937,0.63771
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.79957,3035.0,0.082366,0.099108,0.664495
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.851035,3035.0,0.077564,0.097297,0.678434
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.895695,3035.0,0.072036,0.094635,0.681795
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.938607,3035.0,0.066202,0.091159,0.681639
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.800703,3042.0,0.081963,0.098897,0.663606
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.850461,3042.0,0.078241,0.097681,0.681205
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.890913,3042.0,0.072393,0.094584,0.681891
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.947417,3042.0,0.065569,0.091038,0.68237
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.992531,3042.0,0.060366,0.088344,0.678204
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.040272,3042.0,0.053792,0.084719,0.660523
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.092291,3042.0,0.045644,0.079319,0.628556
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.131503,3042.0,0.038871,0.074417,0.591029
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.177277,3042.0,0.030302,0.067654,0.527314
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.232947,3042.0,0.020132,0.059522,0.41702
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.27219,3042.0,0.012136,0.052175,0.295928
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.322111,3042.0,0.001491,0.042533,0.046348
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.37371,3042.0,-0.007772,0.033893,-0.314989
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.417392,3042.0,-0.017208,0.024175,-1.008962
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.468049,3042.0,-0.026741,0.014707,-2.669419
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.468081,3042.0,-0.026826,0.014573,-2.702397
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.468081,3042.0,-0.026826,0.014573,-2.702397
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.468081,3042.0,-0.026826,0.014573,-2.702397
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.468081,3042.0,-0.026826,0.014573,-2.702397
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.468081,3042.0,-0.026826,0.014573,-2.702397
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.468081,3042.0,-0.026826,0.014573,-2.702397
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.468081,3042.0,-0.026826,0.014573,-2.702397
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.468081,3042.0,-0.026826,0.014573,-2.702397
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.468081,3042.0,-0.026826,0.014573,-2.702397
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.173426,4026.0,0.124724,0.127424,0.169751
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.208215,4026.0,0.124323,0.124607,0.20774
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.244874,4026.0,0.123767,0.121522,0.249397
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.280245,4026.0,0.123203,0.118388,0.291645
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.312969,4026.0,0.120809,0.112726,0.335413
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.349479,4026.0,0.120569,0.111601,0.377563
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.38705,4026.0,0.118932,0.109491,0.420424
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.42247,4026.0,0.118397,0.107739,0.464262
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.458123,4026.0,0.116603,0.106437,0.501882
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.496123,4026.0,0.115918,0.106015,0.542464
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.532936,4026.0,0.115926,0.107432,0.575075
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.571512,4026.0,0.113156,0.10969,0.589571
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.607134,4026.0,0.10717,0.109426,0.59462
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.641809,4026.0,0.10109,0.107948,0.601038
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.676543,4026.0,0.099128,0.107018,0.626671
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.709829,4026.0,0.095929,0.10554,0.645187
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.602504,4046.0,0.107438,0.109575,0.590753
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.637127,4046.0,0.10149,0.108171,0.597774
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.671969,4046.0,0.099574,0.106956,0.625588
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.705683,4046.0,0.094817,0.10523,0.63585
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.743543,4046.0,0.092288,0.103961,0.660056
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.780369,4046.0,0.089359,0.102714,0.678901
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.816828,4046.0,0.08576,0.101406,0.690794
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.850314,4046.0,0.081906,0.099898,0.697168
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.888011,4046.0,0.076932,0.097785,0.698646
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.924635,4046.0,0.072908,0.09643,0.699096
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.958321,4046.0,0.067405,0.093352,0.691957
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.995809,4046.0,0.062244,0.090673,0.683597
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.031126,4046.0,0.056834,0.08735,0.6709
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.063012,4046.0,0.052126,0.084561,0.655274
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.102091,4046.0,0.046035,0.080638,0.629173
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.134358,4046.0,0.041037,0.077468,0.600905
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.174871,4046.0,0.034628,0.07323,0.555558
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.211232,4046.0,0.028197,0.068161,0.501067
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.244599,4046.0,0.022443,0.063801,0.43781
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.280041,4046.0,0.016103,0.058591,0.351807
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.311626,4046.0,0.00982,0.053181,0.242183
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.349778,4046.0,0.002349,0.046426,0.068301
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.384947,4046.0,-0.005062,0.03935,-0.178174
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.421668,4046.0,-0.012483,0.032274,-0.549865
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.138189,5010.0,0.127395,0.130188,0.135225
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.166148,5010.0,0.126763,0.128512,0.163886
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.196126,5010.0,0.127485,0.126249,0.198045
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.22293,5010.0,0.12581,0.122871,0.228264
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.25469,5010.0,0.125886,0.120701,0.265629
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.281346,5010.0,0.124062,0.116099,0.300643
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.309985,5010.0,0.122926,0.11392,0.334489
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.339378,5010.0,0.122554,0.112655,0.369198
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.368221,5010.0,0.121163,0.110885,0.402351
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.395233,5010.0,0.119743,0.108733,0.435256
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.424159,5010.0,0.118343,0.107689,0.466124
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.453197,5010.0,0.117643,0.107266,0.497038
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.480621,5010.0,0.116184,0.105803,0.527773
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.509531,5010.0,0.116046,0.105804,0.558852
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.53956,5010.0,0.116794,0.106851,0.589764
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.569087,5010.0,0.116565,0.107274,0.618375
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.480234,5034.0,0.116242,0.105909,0.527091
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.509585,5034.0,0.116037,0.105773,0.559033
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.539535,5034.0,0.116508,0.106594,0.589718
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.568453,5034.0,0.1168,0.107456,0.617883
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.596666,5034.0,0.115874,0.107182,0.64505
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.626275,5034.0,0.115248,0.107185,0.673389
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.655601,5034.0,0.113487,0.107705,0.690792
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.683548,5034.0,0.109803,0.107383,0.698957
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.713445,5034.0,0.106927,0.107023,0.712805
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.742273,5034.0,0.103418,0.10683,0.718562
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.771346,5034.0,0.099826,0.10613,0.725533
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.797275,5034.0,0.095529,0.104547,0.728507
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.82476,5034.0,0.091248,0.10323,0.729035
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.853721,5034.0,0.086101,0.101395,0.724952
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.883595,5034.0,0.082665,0.100607,0.72602
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.912224,5034.0,0.078329,0.098885,0.722593
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.939359,5034.0,0.074296,0.097135,0.718492
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.969522,5034.0,0.069707,0.09481,0.712825
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.996238,5034.0,0.065475,0.092425,0.705752
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.02559,5034.0,0.061581,0.090527,0.697662
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.052805,5034.0,0.05707,0.087784,0.684453
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.086924,5034.0,0.052406,0.085189,0.668654
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.114553,5034.0,0.048073,0.082526,0.649244
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,1.142069,5034.0,0.04287,0.079021,0.61959
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.136701,6036.0,0.127939,0.129818,0.134722
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.162159,6036.0,0.127811,0.127938,0.161997
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.18393,6036.0,0.127804,0.126119,0.186386
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.207016,6036.0,0.127238,0.124139,0.212186
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.231208,6036.0,0.127237,0.122469,0.24021
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.256257,6036.0,0.126036,0.118852,0.271747
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.278483,6036.0,0.125309,0.116425,0.299733
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.302199,6036.0,0.123773,0.11426,0.327359
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.327166,6036.0,0.123183,0.112484,0.358284
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.351755,6036.0,0.122344,0.111191,0.387039
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.375507,6036.0,0.120763,0.109234,0.415141
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.400452,6036.0,0.120243,0.108719,0.442897
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.424593,6036.0,0.118947,0.107754,0.468697
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.447713,6036.0,0.117819,0.106807,0.493873
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.472,6036.0,0.117416,0.106153,0.52208
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.399557,6031.0,0.119891,0.108357,0.44209
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.424291,6031.0,0.11934,0.10808,0.468493
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.447679,6031.0,0.117496,0.106598,0.493443
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.473082,6031.0,0.117698,0.106398,0.523326
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.495753,6031.0,0.117917,0.105602,0.55357
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.520216,6031.0,0.118335,0.105144,0.58548
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.543258,6031.0,0.117911,0.104757,0.611474
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.568913,6031.0,0.118216,0.105606,0.636842
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.59339,6031.0,0.118229,0.106492,0.658793
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.617177,6031.0,0.117209,0.105659,0.684644
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.641727,6031.0,0.116997,0.106764,0.703232
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.664706,6031.0,0.115226,0.107374,0.713308
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.690212,6031.0,0.113085,0.107947,0.723068
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.713235,6031.0,0.111039,0.10796,0.733577
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.737741,6031.0,0.108508,0.107794,0.742625
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.761614,6031.0,0.105257,0.107496,0.745749
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.785824,6031.0,0.102229,0.10714,0.749803
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.810417,6031.0,0.098719,0.106495,0.751243
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.833646,6031.0,0.095181,0.105572,0.751595
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.855892,6031.0,0.091626,0.104449,0.750814
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.880439,6031.0,0.088214,0.103536,0.75014
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.903511,6031.0,0.084475,0.102047,0.747923
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.926043,6031.0,0.080371,0.100284,0.742166
ancf 10.0x12.0 - 2,ancf 10.0x12.0,ancf,2,10.0,12.0,0.947826,6031.0,0.076423,0.09838,0.736285
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.18558,3039.0,0.056597,0.023901,0.439439
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.231765,3039.0,0.050191,0.022698,0.512493
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.279737,3039.0,0.041735,0.020813,0.560945
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.328403,3039.0,0.034482,0.019144,0.591534
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.376986,3039.0,0.02641,0.016993,0.585901
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.424352,3039.0,0.018471,0.014657,0.5348
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.478858,3039.0,0.008884,0.011479,0.370612
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.52073,3039.0,0.0024,0.009073,0.137702
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.520536,3039.0,0.002325,0.009002,0.134457
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.520536,3039.0,0.002325,0.009002,0.134457
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.520536,3039.0,0.002325,0.009002,0.134457
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.520536,3039.0,0.002325,0.009002,0.134457
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.520536,3039.0,0.002325,0.009002,0.134457
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.520536,3039.0,0.002325,0.009002,0.134457
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.520536,3039.0,0.002325,0.009002,0.134457
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.520536,3039.0,0.002325,0.009002,0.134457
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.520536,3039.0,0.002325,0.009002,0.134457
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.14012,4035.0,0.064159,0.024605,0.365374
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.174372,4035.0,0.060223,0.024089,0.435938
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.211147,4035.0,0.05672,0.023875,0.50163
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.246594,4035.0,0.051471,0.022992,0.552034
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.2814,4035.0,0.045981,0.021958,0.589266
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.316179,4035.0,0.040285,0.020756,0.613663
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.352694,4035.0,0.034275,0.019313,0.625932
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.39231,4035.0,0.027177,0.017482,0.609869
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.426262,4035.0,0.020935,0.015562,0.573464
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.462525,4035.0,0.013957,0.013355,0.483385
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.498422,4035.0,0.007087,0.010973,0.321916
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.534303,4035.0,0.00077,0.00865,0.04758
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.570557,4035.0,-0.005634,0.006199,-0.51865
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.570334,4035.0,-0.005636,0.006201,-0.518359
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.570334,4035.0,-0.005636,0.006201,-0.518359
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.570334,4035.0,-0.005636,0.006201,-0.518359
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.570334,4035.0,-0.005636,0.006201,-0.518359
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.110454,5030.0,0.069094,0.024631,0.309838
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.140113,5030.0,0.065965,0.02446,0.37787
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.168847,5030.0,0.06286,0.024219,0.438241
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.197671,5030.0,0.059634,0.023848,0.494286
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.225404,5030.0,0.05623,0.023487,0.539641
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.254046,5030.0,0.052755,0.023085,0.580571
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.280665,5030.0,0.048668,0.022361,0.610866
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.310646,5030.0,0.044239,0.021571,0.63709
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.340879,5030.0,0.039265,0.020587,0.650151
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.366982,5030.0,0.034891,0.019552,0.654887
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.39783,5030.0,0.029405,0.018202,0.6427
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.426116,5030.0,0.023669,0.016513,0.610778
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.0,4.0,0.454084,5030.0,0.018301,0.014822,0.560671
