PropName,BladeName,Family,B,D,P,J,N,CT,CP,eta
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.285473,4028.0,0.117171,0.092141,0.363019
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.350937,4028.0,0.110342,0.086879,0.44571
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.432026,4028.0,0.101738,0.0836,0.525744
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.49784,4028.0,0.089439,0.076994,0.578305
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.571451,4028.0,0.074986,0.069644,0.615283
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.637455,4028.0,0.061628,0.061232,0.641577
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.711338,4028.0,0.045913,0.051233,0.637478
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.797239,4028.0,0.029373,0.039559,0.59197
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.853916,4028.0,0.017877,0.030999,0.492446
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.933693,4028.0,0.002093,0.018346,0.106527
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.999349,4028.0,-0.010679,0.006891,-1.5491
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.225461,5039.0,0.121243,0.093542,0.292228
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.285005,5039.0,0.117067,0.089374,0.373312
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.340973,5039.0,0.111802,0.085839,0.444106
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.399156,5039.0,0.104184,0.081446,0.510591
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.454144,5039.0,0.097816,0.079319,0.560048
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.512228,5039.0,0.088977,0.07552,0.603504
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.568423,5039.0,0.078077,0.070207,0.632138
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.625982,5039.0,0.066372,0.063383,0.655499
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.686309,5039.0,0.052747,0.054609,0.662908
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.745651,5039.0,0.040084,0.046253,0.646204
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.796528,5039.0,0.028303,0.037557,0.600277
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.855801,5039.0,0.01639,0.028154,0.498197
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.911613,5039.0,0.005158,0.019196,0.244951
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.97212,5039.0,-0.007101,0.008415,-0.820396
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.189345,6050.0,0.124276,0.094388,0.249301
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.234188,6050.0,0.120326,0.090207,0.312379
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.28472,6050.0,0.116702,0.087379,0.380267
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.331218,6050.0,0.111251,0.083826,0.439587
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.378661,6050.0,0.106845,0.081247,0.497963
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.425133,6050.0,0.100759,0.078672,0.544485
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.475501,6050.0,0.094461,0.076727,0.585398
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.521729,6050.0,0.086966,0.07375,0.615223
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.567766,6050.0,0.078384,0.069539,0.639979
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.619394,6050.0,0.0677,0.063668,0.658619
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.666099,6050.0,0.056793,0.056954,0.664229
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.713417,6050.0,0.046448,0.049996,0.662792
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.760345,6050.0,0.035814,0.042714,0.637518
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.811975,6050.0,0.024213,0.034195,0.574942
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.857529,6050.0,0.013937,0.02636,0.453373
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.90548,6050.0,0.003767,0.018119,0.188208
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.951483,6050.0,-0.006134,0.01007,-0.579694
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.163303,7042.0,0.125605,0.092935,0.22071
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.202522,7042.0,0.122821,0.09021,0.275736
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.24415,7042.0,0.119597,0.086848,0.336216
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.285132,7042.0,0.115584,0.083729,0.393615
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.325047,7042.0,0.112691,0.082115,0.446083
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.363635,7042.0,0.107378,0.078872,0.495062
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.407281,7042.0,0.10185,0.076527,0.542056
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.449062,7042.0,0.096395,0.074309,0.582529
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.490679,7042.0,0.09057,0.072098,0.616392
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.532855,7042.0,0.084619,0.069975,0.644363
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.568156,7042.0,0.077678,0.066681,0.661854
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.608834,7042.0,0.069315,0.062457,0.675681
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.652013,7042.0,0.060277,0.057098,0.688316
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.694413,7042.0,0.05012,0.050407,0.690462
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.734727,7042.0,0.040801,0.044434,0.67467
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.776379,7042.0,0.030366,0.036856,0.639658
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.816542,7042.0,0.020193,0.029116,0.566296
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.693102,7050.0,0.049836,0.050242,0.687498
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.734323,7050.0,0.039429,0.043149,0.67101
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.77647,7050.0,0.029865,0.036519,0.634981
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.816817,7050.0,0.020301,0.029355,0.564865
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.857511,7050.0,0.011354,0.0224,0.434641
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.896478,7050.0,0.003081,0.015426,0.179046
da4052 5.0x4.92 - 2,da4052 5.0x4.92,da4052,2,5.0,4.92,0.938174,7050.0,-0.005293,0.008635,-0.575076
da4052 9.0x2.85 - 2,da4052 9.0x2.85,da4052,2,9.0,2.85,0.312695,1980.0,0.016494,0.016674,0.309328
da4052 9.0x2.85 - 2,da4052 9.0x2.85,da4052,2,9.0,2.85,0.412632,1980.0,-0.000923,0.010616,-0.035901
da4052 9.0x2.85 - 2,da4052 9.0x2.85,da4052,2,9.0,2.85,0.208828,3013.0,0.033083,0.020334,0.339759
da4052 9.0x2.85 - 2,da4052 9.0x2.85,da4052,2,9.0,2.85,0.261226,3013.0,0.024718,0.017917,0.360373
da4052 9.0x2.85 - 2,da4052 9.0x2.85,da4052,2,9.0,2.85,0.31687,3013.0,0.016362,0.015334,0.338082
da4052 9.0x2.85 - 2,da4052 9.0x2.85,da4052,2,9.0,2.85,0.372178,3013.0,0.00744,0.012514,0.221217
da4052 9.0x2.85 - 2,da4052 9.0x2.85,da4052,2,9.0,2.85,0.419688,3013.0,-0.002083,0.008807,-0.099307
da4052 9.0x2.85 - 2,da4052 9.0x2.85,da4052,2,9.0,2.85,0.154736,4029.0,0.041915,0.021567,0.300723
da4052 9.0x2.85 - 2,da4052 9.0x2.85,da4052,2,9.0,2.85,0.193711,4029.0,0.036112,0.02034,0.343908
da4052 9.0x2.85 - 2,da4052 9.0x2.85,da4052,2,9.0,2.85,0.233276,4029.0,0.029816,0.018695,0.372051
da4052 9.0x2.85 - 2,da4052 9.0x2.85,da4052,2,9.0,2.85,0.275679,4029.0,0.023154,0.01695,0.376588
da4052 9.0x2.85 - 2,da4052 9.0x2.85,da4052,2,9.0,2.85,0.313874,4029.0,0.016954,0.015011,0.35449
da4052 9.0x2.85 - 2,da4052 9.0x2.85,da4052,2,9.0,2.85,0.357114,4029.0,0.00924,0.012609,0.261674
da4052 9.0x2.85 - 2,da4052 9.0x2.85,da4052,2,9.0,2.85,0.394628,4029.0,0.001538,0.009755,0.062201
da4052 9.0x2.85 - 2,da4052 9.0x2.85,da4052,2,9.0,2.85,0.124195,5024.0,0.046148,0.024071,0.238098
da4052 9.0x2.85 - 2,da4052 9.0x2.85,da4052,2,9.0,2.85,0.155126,5024.0,0.042144,0.023333,0.280196
da4052 9.0x2.85 - 2,da4052 9.0x2.85,da4052,2,9.0,2.85,0.189819,5024.0,0.037548,0.022455,0.3174
da4052 9.0x2.85 - 2,da4052 9.0x2.85,da4052,2,9.0,2.85,0.219778,5024.0,0.032214,0.02086,0.339413
da4052 9.0x2.85 - 2,da4052 9.0x2.85,da4052,2,9.0,2.85,0.252594,5024.0,0.027167,0.019577,0.350521
da4052 9.0x2.85 - 2,da4052 9.0x2.85,da4052,2,9.0,2.85,0.282983,5024.0,0.021558,0.017495,0.348716
da4052 9.0x2.85 - 2,da4052 9.0x2.85,da4052,2,9.0,2.85,0.315208,5024.0,0.016021,0.014977,0.337281
da4052 9.0x2.85 - 2,da4052 9.0x2.85,da4052,2,9.0,2.85,0.343922,5024.0,0.010133,0.012174,0.286254
da4052 9.0x2.85 - 2,da4052 9.0x2.85,da4052,2,9.0,2.85,0.37637,5024.0,0.003565,0.011117,0.120687
da4052 9.0x2.85 - 2,da4052 9.0x2.85,da4052,2,9.0,2.85,0.410047,5024.0,-0.003386,0.009395,-0.147879
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.318642,2009.0,0.051242,0.035776,0.456384
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.387632,2009.0,0.038424,0.030421,0.489612
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.483805,2009.0,0.019583,0.022087,0.428955
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.543232,2009.0,0.009172,0.016691,0.298457
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.63188,2009.0,-0.00808,0.007041,-0.725396
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.20701,3016.0,0.069582,0.038902,0.370265
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.258072,3016.0,0.060983,0.036389,0.432504
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.313275,3016.0,0.052509,0.033932,0.484793
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.365937,3016.0,0.043052,0.030463,0.517162
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.428401,3016.0,0.03121,0.025698,0.520301
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.468852,3016.0,0.022872,0.021662,0.495038
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.537912,3016.0,0.010095,0.015542,0.349406
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.573208,3016.0,0.003137,0.011426,0.157319
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.153967,4026.0,0.07622,0.038302,0.306389
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.193162,4026.0,0.072244,0.037963,0.367592
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.233551,4026.0,0.065966,0.036466,0.422484
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.272227,4026.0,0.060387,0.035028,0.469306
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.315332,4026.0,0.052945,0.032651,0.511332
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.350425,4026.0,0.046923,0.030611,0.537155
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.396674,4026.0,0.038369,0.02743,0.554857
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.435281,4026.0,0.03139,0.024609,0.55522
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.473635,4026.0,0.023143,0.02082,0.526479
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.513365,4026.0,0.014381,0.016577,0.445362
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.552687,4026.0,0.005949,0.012331,0.26664
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.59192,4026.0,-0.001908,0.007759,-0.145613
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.125312,5034.0,0.077848,0.036826,0.264901
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.155978,5034.0,0.07397,0.036311,0.317747
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.187975,5034.0,0.069866,0.035674,0.368143
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.219605,5034.0,0.065884,0.035032,0.413004
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.250216,5034.0,0.061891,0.03421,0.452683
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.281133,5034.0,0.057696,0.033082,0.490295
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.312642,5034.0,0.053454,0.031937,0.523273
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.342404,5034.0,0.048007,0.030036,0.547259
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.375736,5034.0,0.042414,0.028149,0.566159
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.408732,5034.0,0.035881,0.025978,0.564535
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.440293,5034.0,0.029845,0.023645,0.555749
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.469251,5034.0,0.023353,0.020684,0.529814
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.499834,5034.0,0.01622,0.017152,0.472678
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.534164,5034.0,0.008905,0.013699,0.347261
da4052 9.0x4.76 - 2,da4052 9.0x4.76,da4052,2,9.0,4.76,0.559032,5034.0,0.002424,0.010102,0.134135
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.123907,5039.0,0.110529,0.058248,0.235121
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.154662,5039.0,0.107612,0.057229,0.29082
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.185571,5039.0,0.104158,0.056326,0.343159
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.216917,5039.0,0.099967,0.055321,0.391973
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.250634,5039.0,0.097314,0.055199,0.441859
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.280202,5039.0,0.093491,0.05432,0.48226
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.310579,5039.0,0.08849,0.052917,0.519368
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.344111,5039.0,0.084212,0.052116,0.556034
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.374707,5039.0,0.079181,0.050802,0.584021
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.405716,5039.0,0.07358,0.049103,0.607952
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.436055,5039.0,0.068438,0.047459,0.628817
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.469718,5039.0,0.063272,0.045708,0.650218
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.498158,5039.0,0.058179,0.043683,0.663479
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.532886,5039.0,0.051871,0.040864,0.676413
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.56189,5039.0,0.045708,0.037799,0.679461
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.597581,5039.0,0.038813,0.03427,0.676813
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.626461,5039.0,0.033013,0.031153,0.663871
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.533404,5060.0,0.052158,0.040818,0.681595
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.562717,5060.0,0.045839,0.037731,0.683638
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.596832,5060.0,0.038945,0.034194,0.679755
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.631237,5060.0,0.031656,0.030267,0.660194
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.655441,5060.0,0.025947,0.02681,0.634334
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.689796,5060.0,0.01822,0.022159,0.567194
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.722705,5060.0,0.010319,0.016935,0.440327
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.756661,5060.0,0.001863,0.011008,0.128038
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.15009,4051.0,0.107578,0.057231,0.282127
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.191872,4051.0,0.103386,0.05619,0.353033
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.231286,4051.0,0.099594,0.055732,0.413312
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.271514,4051.0,0.094771,0.054863,0.469021
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.309585,4051.0,0.088725,0.053481,0.513603
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.34974,4051.0,0.082905,0.052392,0.553425
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.389169,4051.0,0.077407,0.051239,0.587917
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.427728,4051.0,0.071209,0.049396,0.616615
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.466469,4051.0,0.064925,0.047203,0.641604
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.510491,4051.0,0.057865,0.044426,0.66493
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.546948,4051.0,0.050368,0.040937,0.672943
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.589912,4051.0,0.040799,0.035989,0.668749
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.630012,4051.0,0.030859,0.030401,0.63951
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.669761,4051.0,0.022863,0.025605,0.598049
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.709027,4051.0,0.01285,0.018951,0.480778
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.74785,4051.0,0.004643,0.013183,0.263359
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.785311,4051.0,-0.003396,0.00743,-0.358994
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.205899,3031.0,0.102997,0.058519,0.362399
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.257722,3031.0,0.096681,0.057693,0.431885
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.310627,3031.0,0.090533,0.057358,0.490288
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.359573,3031.0,0.081445,0.055005,0.532414
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.417793,3031.0,0.073559,0.05284,0.58161
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.475397,3031.0,0.06357,0.048973,0.617101
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.519491,3031.0,0.054507,0.044734,0.63298
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.57683,3031.0,0.04128,0.037921,0.627902
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.644172,3031.0,0.026186,0.029041,0.580848
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.675547,3031.0,0.018878,0.024207,0.526848
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.722086,3031.0,0.00919,0.017705,0.374813
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.79522,3031.0,-0.004867,0.007779,-0.497583
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.319136,2015.0,0.086117,0.059297,0.463477
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.393239,2015.0,0.073944,0.054425,0.534271
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.466132,2015.0,0.062248,0.049663,0.584256
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.551767,2015.0,0.044561,0.040802,0.602594
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.642172,2015.0,0.025518,0.030115,0.544131
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.69537,2015.0,0.014892,0.023089,0.448468
da4052 9.0x6.75 - 2,da4052 9.0x6.75,da4052,2,9.0,6.75,0.775862,2015.0,-0.000872,0.01211,-0.055924
da4052 9.0x6.75 - 3,da4052 9.0x6.75,da4052,3,9.0,6.75,0.30592,2026.0,0.115462,0.081379,0.434046
da4052 9.0x6.75 - 3,da4052 9.0x6.75,da4052,3,9.0,6.75,0.391951,2026.0,0.094654,0.072941,0.508626
da4052 9.0x6.75 - 3,da4052 9.0x6.75,da4052,3,9.0,6.75,0.46163,2026.0,0.07832,0.065015,0.556106
da4052 9.0x6.75 - 3,da4052 9.0x6.75,da4052,3,9.0,6.75,0.56494,2026.0,0.050936,0.050837,0.566075
da4052 9.0x6.75 - 3,da4052 9.0x6.75,da4052,3,9.0,6.75,0.623795,2026.0,0.036747,0.041974,0.546121
da4052 9.0x6.75 - 3,da4052 9.0x6.75,da4052,3,9.0,6.75,0.710054,2026.0,0.013995,0.026793,0.370891
da4052 9.0x6.75 - 3,da4052 9.0x6.75,da4052,3,9.0,6.75,0.776539,2026.0,-0.002055,0.015646,-0.102106
da4052 9.0x6.75 - 3,da4052 9.0x6.75,da4052,3,9.0,6.75,0.205804,3027.0,0.130417,0.079731,0.336638
da4052 9.0x6.75 - 3,da4052 9.0x6.75,da4052,3,9.0,6.75,0.258996,3027.0,0.123551,0.078799,0.406089
da4052 9.0x6.75 - 3,da4052 9.0x6.75,da4052,3,9.0,6.75,0.309801,3027.0,0.113999,0.075989,0.464766
da4052 9.0x6.75 - 3,da4052 9.0x6.75,da4052,3,9.0,6.75,0.360505,3027.0,0.104795,0.073514,0.513907
da4052 9.0x6.75 - 3,da4052 9.0x6.75,da4052,3,9.0,6.75,0.41349,3027.0,0.095998,0.070665,0.561732
da4052 9.0x6.75 - 3,da4052 9.0x6.75,da4052,3,9.0,6.75,0.467797,3027.0,0.081799,0.064358,0.594564
da4052 9.0x6.75 - 3,da4052 9.0x6.75,da4052,3,9.0,6.75,0.537599,3027.0,0.06294,0.055174,0.613265
da4052 9.0x6.75 - 3,da4052 9.0x6.75,da4052,3,9.0,6.75,0.577003,3027.0,0.052496,0.049579,0.610959
da4052 9.0x6.75 - 3,da4052 9.0x6.75,da4052,3,9.0,6.75,0.624011,3027.0,0.03795,0.040439,0.585608
da4052 9.0x6.75 - 3,da4052 9.0x6.75,da4052,3,9.0,6.75,0.67574,3027.0,0.022997,0.030872,0.503374
